m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,reference.1,reference.2
756,Switzerland,,117,Oats,2012,1.14,1.14%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,1191,Triticale,2012,1.09,1.09%,600.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,111,Wheat,2011,1.5,1.50%,8300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,112,Maize (corn),2011,0.86,0.86%,1300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,115,Barley,2011,0.98,0.98%,1800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,116,Rye,2011,0.79,0.79%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,117,Oats,2011,1.15,1.15%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,1191,Triticale,2011,0.97,0.97%,600.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,111,Wheat,2010,1.56,1.56%,8200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,112,Maize (corn),2010,0.84,0.84%,1200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,115,Barley,2010,1.09,1.09%,1900.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,116,Rye,2010,1.46,1.46%,200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,117,Oats,2010,1.12,1.12%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,1191,Triticale,2010,1.03,1.03%,600.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,111,Wheat,2009,1.56,1.56%,8600.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,112,Maize (corn),2009,0.86,0.86%,1500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,115,Barley,2009,1.11,1.11%,2200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,116,Rye,2009,1.26,1.26%,200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,117,Oats,2009,0.95,0.95%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,1191,Triticale,2009,1.07,1.07%,600.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,111,Wheat,2008,1.46,1.46%,8000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,112,Maize (corn),2008,0.76,0.76%,1300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,115,Barley,2008,1.05,1.05%,2100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,116,Rye,2008,0.83,0.83%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,117,Oats,2008,1.06,1.06%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,1191,Triticale,2008,1.02,1.02%,600.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,111,Wheat,2007,1.47,1.47%,8000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,112,Maize (corn),2007,0.68,0.68%,1200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,115,Barley,2007,1.09,1.09%,2300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,117,Oats,2007,0.99,0.99%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,1191,Triticale,2007,1.02,1.02%,600.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,111,Wheat,2006,1.56,1.56%,8500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,112,Maize (corn),2006,0.98,0.98%,1500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,115,Barley,2006,1.09,1.09%,2500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,116,Rye,2006,1.16,1.16%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,117,Oats,2006,0.83,0.83%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,1191,Triticale,2006,1.08,1.08%,700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,111,Wheat,2005,1.58,1.58%,8400.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,112,Maize (corn),2005,0.85,0.85%,1700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,115,Barley,2005,1.12,1.12%,2600.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,116,Rye,2005,1.06,1.06%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,117,Oats,2005,0.65,0.65%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,1191,Triticale,2005,1.17,1.17%,800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,111,Wheat,2004,1.43,1.43%,7700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,112,Maize (corn),2004,0.66,0.66%,1200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,115,Barley,2004,0.93,0.93%,2400.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,116,Rye,2004,0.88,0.88%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,117,Oats,2004,0.64,0.64%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,1191,Triticale,2004,0.84,0.84%,700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,111,Wheat,2003,1.7,1.70%,7400.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,112,Maize (corn),2003,1.1,1.10%,1000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,115,Barley,2003,1.06,1.06%,2300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,116,Rye,2003,1.9,1.90%,200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,117,Oats,2003,0.93,0.93%,200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,1191,Triticale,2003,1.03,1.03%,700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,111,Wheat,2002,1.58,1.58%,8200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,112,Maize (corn),2002,0.72,0.72%,1400.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,115,Barley,2002,0.93,0.93%,2300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,116,Rye,2002,0.83,0.83%,200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,117,Oats,2002,0.9,0.90%,200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,1191,Triticale,2002,0.86,0.86%,800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,111,Wheat,2001,1.77,1.77%,9000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,112,Maize (corn),2001,0.71,0.71%,1600.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,115,Barley,2001,0.77,0.77%,1900.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,116,Rye,2001,1.98,1.98%,400.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,117,Oats,2001,0.49,0.49%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,1191,Triticale,2001,0.82,0.82%,600.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,111,Wheat,2000,3.0,3%,17600.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,112,Maize (corn),2000,0.68,0.68%,1500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,115,Barley,2000,0.6,0.60%,1700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,116,Rye,2000,3.03,3.03%,700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,117,Oats,2000,3.32,3.32%,900.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
762,Tajikistan,,1510,Potatoes,2013,7.39,7.39%,82500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
762,Tajikistan,,1510,Potatoes,2012,9.07,9.07%,89900.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
762,Tajikistan,,1510,Potatoes,2011,6.66,6.66%,57500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
764,Thailand,,1520.01,"Cassava, fresh",2014,0.01,0.01,1186.0,"Handling, Trading, Transportation",Transport,Starch,,,Survey,Naziri D.,Naziri D.,Naziri D.
764,Thailand,,1520.01,"Cassava, fresh",2014,0.01,0.01,1186.0,Processing,Processing,Starch,,,Survey,Naziri D.,Naziri D.,Naziri D.
764,Thailand,,1520.01,"Cassava, fresh",2014,1.5,1.5,192829.0,Harvesting,Harvest,Starch,,,Survey,Naziri D.,Naziri D.,Naziri D.
764,Thailand,,1520.02,"Cassava, dry",2014,1.5,1.5,157769.0,Harvesting,Harvest,Cassava chips,,,Survey,Naziri D.,Naziri D.,Naziri D.
764,Thailand,,1520.02,"Cassava, dry",2014,1.5,1.5,145513.0,Retailing,Retail,Cassava chips,,,Survey,Naziri D.,Naziri D.,Naziri D.
764,Thailand,,1520.02,"Cassava, dry",2014,0.01,0.01,970.0,"Handling, Trading, Transportation",Transport,Cassava chips,,,Survey,Naziri D.,Naziri D.,Naziri D.
764,Thailand,,1520.02,"Cassava, dry",2014,0.01,0.01,970.0,Processing,Processing,Cassava chips,,,Survey,Naziri D.,Naziri D.,Naziri D.
768,Togo,,112,Maize (corn),2014,8.0,8%,66644.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
768,Togo,,113,Rice,2014,8.0,8%,11834.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
768,Togo,,114,Sorghum,2014,8.21,8.21%,25248.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
768,Togo,,118,Millet,2014,7.57,7.57%,1328.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
768,Togo,,1540,Yams,2014,2.0,2%,15728.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
768,Togo,,1701,"Beans, dry",2014,8.0,8%,13403.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
800,Uganda,,112,Maize (corn),2017,5.0,5%,,Milling,Processing,,Critical loss points  • Following review of literature and through key informant interview  • Harvesting  • Storage and associated grain processing stages  • Milling identified as critical loss points    1. Harvesting causes  -Carelessness and insufficient  supervision  thus spillage  -Lack of proper harvesting tools for  both maize and sunflower  2. Storage causes  -grain contamination - ground  drying  -Improper threshing - damage  -poor storage facilities - rodent  attack and leakage thus grain  spoilage  -Storage pest damage - loss in  quality and rushed sales     Causes of Milling losses include  -Spillage  -Poor pre-treatments resulting in grain  contamination at this stage  -Lack of proper maintenance,,Case Study,"H. Muyinza, M. Otim, W. Nanyeenya and M Annette; Muyinza_Presentation_Kenya_conference__Final2.pdf","H. Muyinza, M. Otim, W. Nanyeenya and M Annette; Muyinza_Presentation_Kenya_conference__Final2.pdf","H. Muyinza, M. Otim, W. Nanyeenya and M Annette; Muyinza_Presentation_Kenya_conference__Final2.pdf"
800,Uganda,,112,Maize (corn),2017,3.3,3.30%,,Harvesting,Harvest,,Critical loss points  • Following review of literature and through key informant interview  • Harvesting  • Storage and associated grain processing stages  • Milling identified as critical loss points    1. Harvesting causes  -Carelessness and insufficient  supervision  thus spillage  -Lack of proper harvesting tools for  both maize and sunflower  2. Storage causes  -grain contamination - ground  drying  -Improper threshing - damage  -poor storage facilities - rodent  attack and leakage thus grain  spoilage  -Storage pest damage - loss in  quality and rushed sales     Causes of Milling losses include  -Spillage  -Poor pre-treatments resulting in grain  contamination at this stage  -Lack of proper maintenance,,Case Study,"H. Muyinza, M. Otim, W. Nanyeenya and M Annette; Muyinza_Presentation_Kenya_conference__Final2.pdf","H. Muyinza, M. Otim, W. Nanyeenya and M Annette; Muyinza_Presentation_Kenya_conference__Final2.pdf","H. Muyinza, M. Otim, W. Nanyeenya and M Annette; Muyinza_Presentation_Kenya_conference__Final2.pdf"
800,Uganda,,1445,Sunflower seed,2017,2.0,2%,,Harvesting,Harvest,,Critical loss points  • Following review of literature and through key informant interview  • Harvesting  • Storage and associated grain processing stages  • Milling identified as critical loss points    1. Harvesting causes  -Carelessness and insufficient  supervision  thus spillage  -Lack of proper harvesting tools for  both maize and sunflower  2. Storage causes  -grain contamination - ground  drying  -Improper threshing - damage  -poor storage facilities - rodent  attack and leakage thus grain  spoilage  -Storage pest damage - loss in  quality and rushed sales     Causes of Milling losses include  -Spillage  -Poor pre-treatments resulting in grain  contamination at this stage  -Lack of proper maintenance,,Case Study,"H. Muyinza, M. Otim, W. Nanyeenya and M Annette; Muyinza_Presentation_Kenya_conference__Final2.pdf","H. Muyinza, M. Otim, W. Nanyeenya and M Annette; Muyinza_Presentation_Kenya_conference__Final2.pdf","H. Muyinza, M. Otim, W. Nanyeenya and M Annette; Muyinza_Presentation_Kenya_conference__Final2.pdf"
800,Uganda,,1445,Sunflower seed,2017,5.0,5%,,"Drying, Farm",Farm,,Critical loss points  • Following review of literature and through key informant interview  • Harvesting  • Storage and associated grain processing stages  • Milling identified as critical loss points    1. Harvesting causes  -Carelessness and insufficient  supervision  thus spillage  -Lack of proper harvesting tools for  both maize and sunflower  2. Storage causes  -grain contamination - ground  drying  -Improper threshing - damage  -poor storage facilities - rodent  attack and leakage thus grain  spoilage  -Storage pest damage - loss in  quality and rushed sales     Causes of Milling losses include  -Spillage  -Poor pre-treatments resulting in grain  contamination at this stage  -Lack of proper maintenance,,Case Study,"H. Muyinza, M. Otim, W. Nanyeenya and M Annette; Muyinza_Presentation_Kenya_conference__Final2.pdf","H. Muyinza, M. Otim, W. Nanyeenya and M Annette; Muyinza_Presentation_Kenya_conference__Final2.pdf","H. Muyinza, M. Otim, W. Nanyeenya and M Annette; Muyinza_Presentation_Kenya_conference__Final2.pdf"
804,Ukraine,,111,Wheat,2016,1.49,1.49%,390100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
